id,partner,order_datetime,item,category,unit_price,quantity,sales
280,Nile.com,2020-01-13 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
281,Priceco,2020-11-13 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
282,Walblues,2019-10-02 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
283,J-Mart,2019-05-26 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
284,Bullseye,2020-08-20 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
285,Doormart,2019-11-28 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
286,Nile.com,2021-10-03 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
287,Priceco,2021-03-01 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
288,Walblues,2021-03-19 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
289,J-Mart,2019-03-23 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
290,Bullseye,2021-02-20 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
291,Doormart,2021-01-20 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
292,Nile.com,2021-11-19 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
293,Priceco,2019-12-23 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
294,Walblues,2019-10-25 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
295,J-Mart,2021-09-22 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
296,Bullseye,2021-08-28 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
297,Doormart,2020-11-21 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
298,Nile.com,2020-07-15 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
299,Priceco,2021-03-25 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
300,Walblues,2019-10-21 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
301,J-Mart,2021-08-09 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
302,Bullseye,2019-03-22 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
303,Doormart,2020-09-28 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
304,Nile.com,2021-09-26 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
305,Priceco,2019-08-09 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
306,Walblues,2020-07-31 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
307,J-Mart,2019-07-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
308,Bullseye,2021-01-21 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
309,Doormart,2019-06-28 08:00:00 UTC,Typewriter,Odd Equipment,63.19,200,12638
310,Nile.com,2021-10-12 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
311,Priceco,2020-11-13 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
312,Walblues,2019-03-22 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
313,J-Mart,2020-06-25 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
314,Bullseye,2020-06-17 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
315,Doormart,2019-11-04 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
316,Nile.com,2020-01-20 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,10,35.5
317,Priceco,2020-01-27 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
318,Walblues,2021-12-11 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
319,J-Mart,2019-10-12 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
320,Bullseye,2021-04-19 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
321,Doormart,2021-07-26 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
322,Nile.com,2021-10-12 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
323,Priceco,2021-09-12 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
324,Walblues,2019-01-28 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
325,J-Mart,2021-10-06 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
326,Bullseye,2020-04-30 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
327,Doormart,2019-06-02 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
328,Nile.com,2019-07-29 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
329,Priceco,2019-01-10 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
330,Walblues,2020-06-26 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
331,J-Mart,2020-07-01 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
332,Bullseye,2020-09-05 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
333,Doormart,2019-04-28 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,200,710
334,Nile.com,2021-07-16 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
335,Priceco,2020-01-04 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
336,Walblues,2020-02-13 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
337,J-Mart,2020-04-09 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
338,Bullseye,2020-03-25 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
339,Doormart,2019-05-02 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
340,Nile.com,2020-09-11 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
341,Priceco,2021-04-25 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
342,Walblues,2021-09-27 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
343,J-Mart,2019-10-29 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
344,Bullseye,2020-05-10 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,200,710
345,Doormart,2019-04-04 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
346,Nile.com,2021-12-05 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
347,Priceco,2020-06-04 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
348,Walblues,2021-01-05 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
349,J-Mart,2019-11-13 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
350,Bullseye,2021-03-10 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
351,Doormart,2020-10-11 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
352,Nile.com,2021-12-14 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
353,Priceco,2020-09-14 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
354,Walblues,2019-01-11 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
355,J-Mart,2021-04-21 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
356,Bullseye,2020-06-12 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
357,Doormart,2020-07-17 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,200,12638
358,Nile.com,2020-06-02 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
359,Priceco,2021-07-04 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
360,Walblues,2020-05-19 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
361,J-Mart,2021-07-01 08:00:00 UTC,Typewriter,Odd Equipment,63.19,10,631.9
362,Bullseye,2021-04-13 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
363,Doormart,2021-04-26 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
364,Nile.com,2020-06-05 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
365,Priceco,2019-12-02 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
366,Walblues,2020-04-23 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
367,J-Mart,2021-02-01 08:00:00 UTC,Typewriter,Odd Equipment,63.19,10,631.9
368,Bullseye,2020-05-06 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
369,Doormart,2019-11-13 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,200,12638
370,Nile.com,2021-11-12 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
371,Priceco,2020-05-05 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
372,Walblues,2019-05-05 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
373,J-Mart,2020-07-29 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
374,Bullseye,2019-08-20 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
375,Doormart,2020-12-22 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
376,Nile.com,2020-05-25 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
377,Priceco,2019-01-12 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
378,Walblues,2021-06-14 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
379,J-Mart,2019-10-07 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
380,Bullseye,2020-09-12 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
381,Doormart,2021-02-13 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
382,Nile.com,2021-09-27 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
383,Priceco,2020-10-08 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
384,Walblues,2021-04-22 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
385,J-Mart,2019-12-05 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
386,Bullseye,2021-06-05 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
387,Doormart,2019-08-08 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,200,12638
388,Nile.com,2019-08-04 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
389,Priceco,2021-12-19 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
390,Walblues,2021-01-22 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,50,745.5
391,J-Mart,2020-07-15 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
392,Bullseye,2021-08-03 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
393,Doormart,2019-04-28 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
394,Nile.com,2019-08-30 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
395,Priceco,2021-11-27 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
396,Walblues,2020-12-07 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
397,J-Mart,2020-08-23 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
398,Bullseye,2021-12-27 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
399,Doormart,2019-11-20 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
400,Nile.com,2021-01-07 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
401,Priceco,2020-10-28 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
402,Walblues,2019-09-21 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
403,J-Mart,2021-09-19 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
404,Bullseye,2020-02-08 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
405,Doormart,2020-11-04 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
406,Nile.com,2019-09-19 08:00:00 UTC,Typewriter,Odd Equipment,63.19,10,631.9
407,Priceco,2021-05-18 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
408,Walblues,2020-08-12 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
409,J-Mart,2019-02-01 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
410,Bullseye,2020-01-31 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
411,Doormart,2020-08-19 08:00:00 UTC,Microscope,Odd Equipment,102.24,200,20448
412,Nile.com,2021-05-18 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
413,Priceco,2021-10-25 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
414,Walblues,2021-05-07 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
415,J-Mart,2021-02-24 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
416,Bullseye,2019-02-26 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
417,Doormart,2021-09-16 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
418,Nile.com,2019-02-16 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
419,Priceco,2019-08-11 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
420,Walblues,2021-09-20 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
421,J-Mart,2019-02-28 08:00:00 UTC,Typewriter,Odd Equipment,63.19,10,631.9
422,Bullseye,2020-10-08 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
423,Doormart,2021-12-10 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
424,Nile.com,2020-06-07 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
425,Priceco,2020-07-14 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
426,Walblues,2019-04-21 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
427,J-Mart,2020-11-03 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
428,Bullseye,2021-12-11 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
429,Doormart,2021-03-28 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,200,710
430,Nile.com,2021-02-23 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
431,Priceco,2021-08-26 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
432,Walblues,2020-11-05 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
433,J-Mart,2019-08-14 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
434,Bullseye,2021-10-02 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
435,Doormart,2020-02-11 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
436,Nile.com,2021-07-06 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
437,Priceco,2021-08-18 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
438,Walblues,2019-08-27 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
439,J-Mart,2021-05-23 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
440,Bullseye,2020-01-04 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
441,Doormart,2019-12-27 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
442,Nile.com,2020-11-01 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
443,Priceco,2019-11-02 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
444,Walblues,2021-02-17 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
445,J-Mart,2020-11-02 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
446,Bullseye,2019-05-03 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
447,Doormart,2019-03-09 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
448,Nile.com,2020-01-20 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
449,Priceco,2019-06-07 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
450,Walblues,2020-10-30 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
451,J-Mart,2021-06-07 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
452,Bullseye,2021-03-02 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
453,Doormart,2021-04-26 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
454,Nile.com,2019-12-23 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
455,Priceco,2021-02-21 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
456,Walblues,2020-10-22 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
457,J-Mart,2020-01-08 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
458,Bullseye,2019-11-07 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
459,Doormart,2021-12-27 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
460,Nile.com,2020-08-08 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
461,Priceco,2021-01-11 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
462,Walblues,2021-07-12 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
463,J-Mart,2019-11-23 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
464,Bullseye,2020-06-15 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
465,Doormart,2020-08-29 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
466,Nile.com,2019-11-08 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
467,Priceco,2020-04-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
468,Walblues,2021-07-18 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
469,J-Mart,2021-11-09 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,50,177.5
470,Bullseye,2019-08-06 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
471,Doormart,2021-07-21 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
472,Nile.com,2019-07-01 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
473,Priceco,2019-07-10 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
474,Walblues,2019-07-09 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
475,J-Mart,2019-12-26 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
476,Bullseye,2020-09-02 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
477,Doormart,2021-09-04 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
478,Nile.com,2021-10-05 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
479,Priceco,2020-10-09 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
480,Walblues,2021-10-22 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
481,J-Mart,2019-07-16 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
482,Bullseye,2021-07-03 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
483,Doormart,2021-03-04 08:00:00 UTC,Typewriter,Odd Equipment,63.19,200,12638
484,Nile.com,2019-11-08 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
485,Priceco,2019-11-25 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
486,Walblues,2020-11-12 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
487,J-Mart,2021-07-10 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
488,Bullseye,2020-02-29 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
489,Doormart,2021-08-27 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
490,Nile.com,2021-01-20 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
491,Priceco,2021-02-03 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
492,Walblues,2021-04-07 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,50,177.5
493,J-Mart,2020-12-01 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
494,Bullseye,2019-10-05 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
495,Doormart,2019-08-23 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,200,710
496,Nile.com,2019-05-12 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,10,35.5
497,Priceco,2021-05-15 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
498,Walblues,2019-11-14 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
499,J-Mart,2020-03-03 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
500,Bullseye,2019-10-01 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
501,Doormart,2021-11-21 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
502,Nile.com,2019-11-26 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
503,Priceco,2019-05-05 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
504,Walblues,2021-11-22 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
505,J-Mart,2019-10-12 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
506,Bullseye,2019-12-30 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
507,Doormart,2020-02-08 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
508,Nile.com,2020-06-01 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
509,Priceco,2019-01-12 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
510,Walblues,2021-09-20 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
511,J-Mart,2019-09-09 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
512,Bullseye,2021-03-29 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
513,Doormart,2020-07-08 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
514,Nile.com,2021-12-20 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
515,Priceco,2021-10-27 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
516,Walblues,2019-08-04 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
517,J-Mart,2019-08-13 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
518,Bullseye,2019-01-09 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
519,Doormart,2020-08-10 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
520,Nile.com,2019-11-03 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
521,Priceco,2020-05-10 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
522,Walblues,2021-12-31 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
523,J-Mart,2020-12-09 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
524,Bullseye,2019-09-08 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
525,Doormart,2021-11-14 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
526,Nile.com,2019-07-25 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
527,Priceco,2021-08-21 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
528,Walblues,2020-03-07 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
529,J-Mart,2020-11-01 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
530,Bullseye,2021-05-01 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
531,Doormart,2019-01-19 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
532,Nile.com,2020-01-29 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
533,Priceco,2021-04-11 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
534,Walblues,2021-07-27 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
535,J-Mart,2021-05-09 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
536,Bullseye,2020-04-06 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,200,12638
537,Doormart,2021-07-23 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
538,Nile.com,2019-06-25 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
539,Priceco,2021-11-16 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
540,Walblues,2019-08-15 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
541,J-Mart,2021-07-19 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
542,Bullseye,2021-09-23 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
543,Doormart,2019-10-04 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
544,Nile.com,2020-11-11 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
545,Priceco,2019-07-09 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
546,Walblues,2021-08-10 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
547,J-Mart,2021-05-22 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
548,Bullseye,2019-11-05 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
549,Doormart,2020-09-12 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
550,Nile.com,2019-04-18 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
551,Priceco,2021-02-20 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
552,Walblues,2021-08-09 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
553,J-Mart,2020-07-01 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
554,Bullseye,2021-04-27 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
555,Doormart,2021-08-10 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,200,2982
